,piece,|S|,repID,time
376,76,4,7,0.05150485038757324
377,76,4,8,0.05692911148071289
378,76,4,9,0.05014395713806152
379,76,4,10,0.05638909339904785
380,76,5,1,0.07064509391784668
381,76,5,2,0.06999492645263672
382,76,5,3,0.07120704650878906
383,76,5,4,0.07124710083007812
384,76,5,5,0.07262802124023438
385,76,5,6,0.06543374061584473
386,76,5,7,0.06782793998718262
387,76,5,8,0.08015704154968262
388,76,5,9,0.06843423843383789
389,76,5,10,0.0733330249786377
390,76,7,1,0.10280275344848633
391,76,7,2,0.09629273414611816
392,76,7,3,0.10509300231933594
393,76,7,4,0.10564374923706055
394,76,7,5,0.09433293342590332
395,76,7,6,0.10613703727722168
396,76,7,7,0.10300517082214355
397,76,7,8,0.10117030143737793
398,76,7,9,0.10648703575134277
399,76,7,10,0.09888577461242676
400,76,8,1,0.1502852439880371
401,76,8,2,0.14211678504943848
402,76,8,3,0.15779614448547363
403,76,8,4,0.14786815643310547
404,76,8,5,0.1554570198059082
405,76,8,6,0.1649951934814453
406,76,8,7,0.14931392669677734
407,76,8,8,0.16245293617248535
408,76,8,9,0.15131902694702148
409,76,8,10,0.1569690704345703
410,76,10,1,0.0811917781829834
411,76,10,2,0.07987189292907715
412,76,10,3,0.07712197303771973
413,76,10,4,0.08033490180969238
414,76,10,5,0.07718014717102051
415,76,10,6,0.07679104804992676
416,76,10,7,0.07919788360595703
417,76,10,8,0.07692289352416992
418,76,10,9,0.07740116119384766
419,76,10,10,0.08004307746887207
420,76,11,1,0.08695387840270996
421,76,11,2,0.08347392082214355
422,76,11,3,0.08802008628845215
423,76,11,4,0.08386111259460449
424,76,11,5,0.08685708045959473
425,76,11,6,0.09096407890319824
426,76,11,7,0.084075927734375
427,76,11,8,0.08337593078613281
428,76,11,9,0.09011602401733398
429,76,11,10,0.08666372299194336
430,76,14,1,0.10858583450317383
431,76,14,2,0.1135549545288086
432,76,14,3,0.10695409774780273
433,76,14,4,0.14382314682006836
434,76,14,5,0.11647891998291016
435,76,14,6,0.11598324775695801
436,76,14,7,0.113250732421875
437,76,14,8,0.1176309585571289
438,76,14,9,0.11336994171142578
439,76,14,10,0.11513090133666992
440,76,17,1,0.1395261287689209
441,76,17,2,0.13898015022277832
442,76,17,3,0.3761928081512451
443,76,17,4,0.13504314422607422
444,76,17,5,0.1368260383605957
445,76,17,6,0.13694405555725098
446,76,17,7,0.13910818099975586
447,76,17,8,0.13228678703308105
448,76,17,9,0.13567900657653809
449,76,17,10,0.13655591011047363
450,76,20,1,0.16743183135986328
451,76,20,2,0.16857194900512695
452,76,20,3,0.1645338535308838
453,76,20,4,0.17356419563293457
454,76,20,5,0.16874194145202637
455,76,20,6,0.16616487503051758
456,76,20,7,0.16440486907958984
457,76,20,8,0.1685810089111328
458,76,20,9,0.17157292366027832
459,76,20,10,0.17006182670593262
460,76,24,1,0.2182908058166504
461,76,24,2,0.21796512603759766
462,76,24,3,0.22457003593444824
463,76,24,4,0.22138309478759766
464,76,24,5,0.2094283103942871
465,76,24,6,0.2195901870727539
466,76,24,7,0.2234201431274414
467,76,24,8,0.21935105323791504
468,76,24,9,0.22217130661010742
469,76,24,10,0.44210290908813477
470,76,28,1,0.27120113372802734
471,76,28,2,0.2654430866241455
472,76,28,3,0.27451300621032715
473,76,28,4,0.279188871383667
474,76,28,5,0.2710227966308594
475,76,28,6,0.2768371105194092
476,76,28,7,0.2786860466003418
477,76,28,8,0.27341222763061523
478,76,28,9,0.2789461612701416
479,76,28,10,0.27306199073791504
480,76,34,1,0.3587768077850342
481,76,34,2,0.33797287940979004
482,76,34,3,0.34554386138916016
483,76,34,4,0.34871816635131836
484,76,34,5,0.34766530990600586
485,76,34,6,0.5780200958251953
486,76,34,7,0.3543391227722168
487,76,34,8,0.3557250499725342
488,76,34,9,0.3577418327331543
489,76,34,10,0.35358285903930664
490,76,41,1,0.44544386863708496
491,76,41,2,0.4639098644256592
492,76,41,3,0.45528292655944824
493,76,41,4,0.45877909660339355
494,76,41,5,0.4482848644256592
495,76,41,6,0.4496500492095947
496,76,41,7,0.4570789337158203
497,76,41,8,0.47061991691589355
498,76,41,9,0.4664468765258789
499,76,41,10,0.4602189064025879
500,76,49,1,0.6341557502746582
501,76,49,2,0.6445119380950928
502,76,49,3,0.6182830333709717
503,76,49,4,0.6239488124847412
504,76,49,5,0.643326997756958
505,76,49,6,0.6452059745788574
506,76,49,7,0.8121030330657959
507,76,49,8,0.633979320526123
508,76,49,9,0.6249501705169678
509,76,49,10,0.6663360595703125
510,76,58,1,0.7487616539001465
511,76,58,2,0.7481269836425781
512,76,58,3,0.7612800598144531
513,76,58,4,0.7648828029632568
514,76,58,5,0.9865880012512207
515,76,58,6,0.79836106300354
516,76,58,7,0.768359899520874
517,76,58,8,0.7610299587249756
518,76,58,9,0.804811954498291
519,76,58,10,0.7994539737701416
520,76,70,1,1.0107100009918213
521,76,70,2,1.2156388759613037
522,76,70,3,1.0046591758728027
523,76,70,4,1.033132791519165
524,76,70,5,1.022024154663086
525,76,70,6,1.0560529232025146
526,76,70,7,1.0207898616790771
527,76,70,8,1.219451904296875
528,76,70,9,1.0207290649414062
529,76,70,10,1.038511037826538
530,76,83,1,1.2790327072143555
531,76,83,2,1.2743680477142334
532,76,83,3,1.4712321758270264
533,76,83,4,1.2237341403961182
534,76,83,5,1.2655141353607178
535,76,83,6,1.1729621887207031
536,76,83,7,1.20768404006958
537,76,83,8,1.197671890258789
538,76,83,9,1.201509952545166
539,76,83,10,1.2058758735656738
540,76,100,1,1.4830620288848877
541,76,100,2,1.4530770778656006
542,76,100,3,1.6643729209899902
543,76,100,4,1.4998910427093506
544,76,100,5,1.4303419589996338
545,76,100,6,1.4244697093963623
546,76,100,7,1.5964739322662354
547,76,100,8,1.4085900783538818
548,76,100,9,1.3977668285369873
549,76,100,10,1.3782432079315186
550,76,119,1,1.9292280673980713
551,76,119,2,1.7557718753814697
552,76,119,3,1.7324440479278564
553,76,119,4,1.7007198333740234
554,76,119,5,1.9609079360961914
555,76,119,6,1.7164678573608398
556,76,119,7,1.7078230381011963
557,76,119,8,1.9651179313659668
558,76,119,9,1.7177550792694092
559,76,119,10,1.7342941761016846
560,76,142,1,2.1483328342437744
561,76,142,2,2.3135039806365967
562,76,142,3,2.1690587997436523
563,76,142,4,2.216592788696289
564,76,142,5,2.3841729164123535
565,76,142,6,2.1718900203704834
566,76,142,7,2.389462947845459
567,76,142,8,2.2222740650177
568,76,142,9,2.2730069160461426
569,76,142,10,2.436661958694458
570,76,170,1,2.8981761932373047
571,76,170,2,2.9873321056365967
572,76,170,3,3.1510660648345947
573,76,170,4,2.952544927597046
574,76,170,5,3.0826339721679688
575,76,170,6,2.8630900382995605
576,76,170,7,2.907789945602417
577,76,170,8,3.132037878036499
578,76,170,9,2.894937038421631
579,76,170,10,3.115006923675537
580,76,203,1,3.770784854888916
581,76,203,2,3.9826278686523438
582,76,203,3,3.75789475440979
583,76,203,4,3.7509851455688477
584,76,203,5,3.990190029144287
585,76,203,6,3.82814621925354
586,76,203,7,4.02913498878479
587,76,203,8,3.884014844894409
588,76,203,9,3.8501410484313965
589,76,203,10,3.878222942352295
590,76,242,1,5.271845102310181
591,76,242,2,5.266983985900879
592,76,242,3,5.441273212432861
593,76,242,4,5.5465497970581055
594,76,242,5,5.255937099456787
595,76,242,6,5.426977157592773
596,76,242,7,5.293681859970093
597,76,242,8,5.471106052398682
598,76,242,9,5.395146131515503
599,76,242,10,5.332064867019653
600,76,289,1,7.113133907318115
601,76,289,2,6.742960214614868
602,76,289,3,6.905729055404663
603,76,289,4,6.893436908721924
604,76,289,5,6.622374773025513
605,76,289,6,6.818369150161743
606,76,289,7,6.892729043960571
607,76,289,8,6.785691022872925
608,76,289,9,6.986654043197632
609,76,289,10,7.16680383682251
610,76,345,1,9.957381010055542
611,76,345,2,9.498863697052002
612,76,345,3,9.618008136749268
613,76,345,4,9.483092784881592
614,76,345,5,9.503658056259155
615,76,345,6,9.098630905151367
616,76,345,7,9.21149206161499
617,76,345,8,9.513142108917236
618,76,345,9,9.65205192565918
619,76,345,10,9.752146244049072
620,76,412,1,13.00814700126648
621,76,412,2,12.906070947647095
622,76,412,3,12.503607988357544
623,76,412,4,12.495346069335938
624,76,412,5,12.631485939025879
625,76,412,6,12.75413703918457
626,76,412,7,12.620141983032227
627,76,412,8,12.613781213760376
628,76,412,9,12.639981269836426
629,76,412,10,12.754532814025879
630,76,492,1,17.786867141723633
631,76,492,2,17.714128255844116
632,76,492,3,17.61321496963501
633,76,492,4,17.50460910797119
634,76,492,5,17.516588926315308
635,76,492,6,17.34338092803955
636,76,492,7,17.320028066635132
637,76,492,8,17.376877069473267
638,76,492,9,17.60595989227295
639,76,492,10,17.471465826034546
640,76,587,1,24.64115309715271
641,76,587,2,24.611194133758545
642,76,587,3,24.501089096069336
643,76,587,4,24.638324975967407
644,76,587,5,25.032991647720337
645,76,587,6,24.707078218460083
646,76,587,7,24.59890580177307
647,76,587,8,24.280061960220337
648,76,587,9,24.611251831054688
649,76,587,10,24.4277822971344
650,76,701,1,33.980743169784546
651,76,701,2,33.76772212982178
652,76,701,3,34.357059955596924
653,76,701,4,34.23818898200989
654,76,701,5,34.18734312057495
655,76,701,6,34.253822326660156
656,76,701,7,34.683351039886475
657,76,701,8,34.428285121917725
658,76,701,9,34.71450877189636
659,76,701,10,34.846144914627075
660,76,837,1,47.39830493927002
661,76,837,2,47.399386167526245
662,76,837,3,46.72254204750061
663,76,837,4,47.04609799385071
664,76,837,5,46.96147179603577
665,76,837,6,46.71125626564026
666,76,837,7,46.84552717208862
667,76,837,8,46.72543215751648
668,76,837,9,46.49296593666077
669,76,837,10,46.843727827072144
670,76,1000,1,66.14151406288147
671,76,1000,2,64.93591785430908
672,76,1000,3,64.97868537902832
673,76,1000,4,65.04764008522034
674,76,1000,5,64.9398820400238
675,76,1000,6,65.09682178497314
676,76,1000,7,64.93495678901672
677,76,1000,8,65.00926470756531
678,76,1000,9,64.77471208572388
679,76,1000,10,64.6804780960083
680,71,1,1,0.01549077033996582
681,71,1,2,0.013911962509155273
682,71,1,3,0.012608051300048828
683,71,1,4,0.01178431510925293
684,71,1,5,0.011162281036376953
685,71,1,6,0.011070966720581055
686,71,1,7,0.01081228256225586
687,71,1,8,0.010564088821411133
688,71,1,9,0.010787010192871094
689,71,1,10,0.010422706604003906
690,71,2,1,0.024337053298950195
691,71,2,2,0.024318933486938477
692,71,2,3,0.022092103958129883
693,71,2,4,0.025651216506958008
694,71,2,5,0.025088071823120117
695,71,2,6,0.022730112075805664
696,71,2,7,0.022455215454101562
697,71,2,8,0.02360987663269043
698,71,2,9,0.023029088973999023
699,71,2,10,0.022721052169799805
700,71,3,1,0.03824496269226074
701,71,3,2,0.04017281532287598
702,71,3,3,0.03703498840332031
703,71,3,4,0.03771805763244629
704,71,3,5,0.0363771915435791
705,71,3,6,0.03739595413208008
706,71,3,7,0.03621196746826172
707,71,3,8,0.040107011795043945
708,71,3,9,0.03802490234375
709,71,3,10,0.03671693801879883
710,71,4,1,0.05246114730834961
711,71,4,2,0.05265974998474121
712,71,4,3,0.05559802055358887
713,71,4,4,0.05551314353942871
714,71,4,5,0.050324201583862305
715,71,4,6,0.054244279861450195
716,71,4,7,0.050055742263793945
717,71,4,8,0.05560922622680664
718,71,4,9,0.05669093132019043
719,71,4,10,0.05205798149108887
720,71,5,1,0.07018637657165527
721,71,5,2,0.0720376968383789
722,71,5,3,0.06982183456420898
723,71,5,4,0.07225918769836426
724,71,5,5,0.07514119148254395
725,71,5,6,0.06714701652526855
726,71,5,7,0.06580591201782227
727,71,5,8,0.0767970085144043
728,71,5,9,0.06883883476257324
729,71,5,10,0.06537103652954102
730,71,7,1,0.09914493560791016
731,71,7,2,0.10253500938415527
732,71,7,3,0.10326194763183594
733,71,7,4,0.10670995712280273
734,71,7,5,0.1087949275970459
735,71,7,6,0.14635586738586426
736,71,7,7,0.10504293441772461
737,71,7,8,0.10082697868347168
738,71,7,9,0.0997610092163086
739,71,7,10,0.10413813591003418
740,71,8,1,0.14291810989379883
741,71,8,2,0.13716769218444824
742,71,8,3,0.1515061855316162
743,71,8,4,0.1629650592803955
744,71,8,5,0.16065478324890137
745,71,8,6,0.13880705833435059
746,71,8,7,0.13844513893127441
747,71,8,8,0.15208983421325684
748,71,8,9,0.14836382865905762
749,71,8,10,0.16867828369140625
750,71,10,1,0.08664703369140625
751,71,10,2,0.08803796768188477
752,71,10,3,0.08617401123046875
753,71,10,4,0.08530402183532715
754,71,10,5,0.08449697494506836
755,71,10,6,0.09104204177856445
756,71,10,7,0.08411908149719238
757,71,10,8,0.08609199523925781
758,71,10,9,0.08521389961242676
759,71,10,10,0.08699512481689453
760,71,11,1,0.09602928161621094
761,71,11,2,0.09858107566833496
762,71,11,3,0.09551787376403809
763,71,11,4,0.09631800651550293
764,71,11,5,0.10075116157531738
765,71,11,6,0.09830665588378906
766,71,11,7,0.09770703315734863
767,71,11,8,0.09991312026977539
768,71,11,9,0.09967994689941406
769,71,11,10,0.09569382667541504
770,71,14,1,0.12494063377380371
771,71,14,2,0.1260538101196289
772,71,14,3,0.12883281707763672
773,71,14,4,0.12876391410827637
774,71,14,5,0.12689614295959473
775,71,14,6,0.1239619255065918
776,71,14,7,0.1278519630432129
777,71,14,8,0.13093924522399902
778,71,14,9,0.13148283958435059
779,71,14,10,0.12665605545043945
780,71,17,1,0.15836310386657715
781,71,17,2,0.16305088996887207
782,71,17,3,0.16063523292541504
783,71,17,4,0.16260814666748047
784,71,17,5,0.1614830493927002
785,71,17,6,0.1554710865020752
786,71,17,7,0.16424798965454102
787,71,17,8,0.1559159755706787
788,71,17,9,0.15985321998596191
789,71,17,10,0.15587472915649414
790,71,20,1,0.19822382926940918
791,71,20,2,0.20137310028076172
792,71,20,3,0.20077061653137207
793,71,20,4,0.19269990921020508
794,71,20,5,0.2011549472808838
795,71,20,6,0.19656610488891602
796,71,20,7,0.20111584663391113
797,71,20,8,0.19486379623413086
798,71,20,9,0.19890594482421875
799,71,20,10,0.1984848976135254
800,71,24,1,0.25762176513671875
801,71,24,2,0.25925588607788086
802,71,24,3,0.2637660503387451
803,71,24,4,0.2579057216644287
804,71,24,5,0.4540417194366455
805,71,24,6,0.26000475883483887
806,71,24,7,0.2571451663970947
807,71,24,8,0.28030896186828613
808,71,24,9,0.2768728733062744
809,71,24,10,0.26920485496520996
810,71,28,1,0.3264760971069336
811,71,28,2,0.32057905197143555
812,71,28,3,0.32459592819213867
813,71,28,4,0.3195829391479492
814,71,28,5,0.3174309730529785
815,71,28,6,0.3153111934661865
816,71,28,7,0.32061004638671875
817,71,28,8,0.3168349266052246
818,71,28,9,0.315140962600708
819,71,28,10,0.3185129165649414
820,71,34,1,0.39379096031188965
821,71,34,2,0.399677038192749
822,71,34,3,0.6048438549041748
823,71,34,4,0.39590001106262207
824,71,34,5,0.4094080924987793
825,71,34,6,0.39586400985717773
826,71,34,7,0.4106130599975586
827,71,34,8,0.4032292366027832
828,71,34,9,0.3959181308746338
829,71,34,10,0.39469218254089355
830,71,41,1,0.5148177146911621
831,71,41,2,0.5010209083557129
832,71,41,3,0.5009012222290039
833,71,41,4,0.5032768249511719
